"id","submitter","submission_url","format","attachment_urls","page_start","page_end"
"17","Inland Rivers Network","https://www.aph.gov.au/DocumentStore.ashx?id=4a0c8664-48be-4e81-99db-ff7984725057&subId=748964","pdf","","",""
"18","Balonne Shire Council","https://www.aph.gov.au/DocumentStore.ashx?id=99adc22f-50ea-43e2-92d7-5ac21f17a9d0&subId=748798","pdf-mixed","","",""
"19","Leverton Pastoral Company Pty Limited","https://www.aph.gov.au/DocumentStore.ashx?id=f55577cf-8772-47d1-82a0-8894a3671b66&subId=748823","pdf","","",""
"20","Murrumbidgee Council","https://www.aph.gov.au/DocumentStore.ashx?id=8a781082-dbd5-4e08-9212-15aee091e72d&subId=748804","pdf-mixed","","",""
"21","Australian Conservation Foundation","https://www.aph.gov.au/DocumentStore.ashx?id=845ec24a-f1b4-495d-b746-41ca4e6b59f1&subId=748981","pdf-mixed","","",""
"22","Australian Dairy Industry Council","https://www.aph.gov.au/DocumentStore.ashx?id=8396d08f-eeac-44de-86c2-8de3a1ab0dcf&subId=748984","pdf","","",""
"23","Healthy Rivers Lower Murray","https://www.aph.gov.au/DocumentStore.ashx?id=0d7e0c3b-d0cb-4659-8e22-4f9ee029724e&subId=748988","pdf-mixed","","",""
"24","Almond Board of Australia","https://www.aph.gov.au/DocumentStore.ashx?id=d8be4122-aa27-4301-b066-eda853dba079&subId=748956","pdf","","",""
"25","Renmark Irrigation Trust","https://www.aph.gov.au/DocumentStore.ashx?id=087979ec-c5c7-4005-954f-816d62517095&subId=748994","pdf","","",""
"26","Australian Forest Products Association","https://www.aph.gov.au/DocumentStore.ashx?id=36f70975-2c69-4e1d-82f9-c8d44bc372f4&subId=748881","pdf-mixed","","",""
"27","Berrigan Shire Council","https://www.aph.gov.au/DocumentStore.ashx?id=255bc4e6-0a8b-48dd-a920-b8303cb8a49c&subId=748833","pdf-ocr","","",""
"28","Bureau of Meteorology","https://www.aph.gov.au/DocumentStore.ashx?id=b2873dd6-33cc-48b3-bebe-918e77c28867&subId=748927","pdf-ocr","","",""
"29","National Farmers' Federation","https://www.aph.gov.au/DocumentStore.ashx?id=dfe07b36-4b0f-4713-a14e-c002fa68d1e8&subId=748853","pdf","","",""
"30","Department of Agriculture, Fisheries and Forestry","https://www.aph.gov.au/DocumentStore.ashx?id=24506328-6634-4db4-982f-34a395b90928&subId=749075","pdf","","",""
"31","National Parks Association of NSW","https://www.aph.gov.au/DocumentStore.ashx?id=c27e96b9-b25b-484a-95c5-d33370d11e80&subId=748914","pdf-mixed","","",""
"32","Inspector-General of Water Compliance","https://www.aph.gov.au/DocumentStore.ashx?id=2756522b-1675-40b2-8743-50315766fdcc&subId=749081","pdf-mixed","","",""
"33","Dairy Farmers Victoria","https://www.aph.gov.au/DocumentStore.ashx?id=590b95d2-6d9e-41b8-a941-7cdc06fa3c03&subId=749029","pdf-ocr","","",""
"34","Commonwealth Environmental Water Holder","https://www.aph.gov.au/DocumentStore.ashx?id=1e32ff04-3d81-45b1-8be4-f16ed599dea0&subId=749138","pdf-ocr","","",""
"35","Goulburn Valley Environment Group","https://www.aph.gov.au/DocumentStore.ashx?id=9ac1197d-7754-4108-98f7-4ec01f6fa738&subId=749117","pdf","","",""
"36","Citrus Australia","https://www.aph.gov.au/DocumentStore.ashx?id=28228bba-de80-45bf-a129-d843185320e1&subId=749119","pdf-ocr","","",""
"37","Greater Shepparton City Council","https://www.aph.gov.au/DocumentStore.ashx?id=5753f35f-7b6d-4776-9722-a280a43552ec&subId=748839","pdf-mixed","","",""
"38","Narrandera Shire Council","https://www.aph.gov.au/DocumentStore.ashx?id=1ec7f6e0-98c3-452d-af63-25f57bcc59d4&subId=749139","pdf-ocr","","",""
"39","The Wilderness Society","https://www.aph.gov.au/DocumentStore.ashx?id=8aedea50-be83-41c2-b3b5-60c6da6e9b3d&subId=748930","pdf","","",""
"40","Griffith City Council","https://www.aph.gov.au/DocumentStore.ashx?id=35d91acd-c418-4816-9efe-b23d9aee66e1&subId=748898","pdf-ocr","","",""
"41","Central Irrigation Trust","https://www.aph.gov.au/DocumentStore.ashx?id=fbc045b2-1750-4d84-bcb6-79db39890fab&subId=748985","pdf","","",""
"42","Bourke Shire Council ","https://www.aph.gov.au/DocumentStore.ashx?id=c47a4089-62de-4cb9-af0c-de6cb40ccb63&subId=749142","pdf","","",""
"43","Lachlan Valley Water Inc","https://www.aph.gov.au/DocumentStore.ashx?id=c8d6877b-77bc-4683-a275-63755001b40d&subId=748915","pdf","","",""
"44","Peel Valley Water Users Association","https://www.aph.gov.au/DocumentStore.ashx?id=95898df9-9e47-4f59-a106-d66cb45a5830&subId=748849","pdf","","",""
"45","Australian Livestock Exporters Council","https://www.aph.gov.au/DocumentStore.ashx?id=ebaf7478-7d43-4dd2-b0aa-8fb23832c997&subId=748993","pdf","","",""
"46","Murray Irrigation Limited","https://www.aph.gov.au/DocumentStore.ashx?id=3edd9058-3500-4e5f-8b30-74761022c0a7&subId=748989","pdf","","",""
"47","Department of Climate Change, Energy, the Environment and Water","https://www.aph.gov.au/DocumentStore.ashx?id=7cc55092-a4fb-41cc-b7ce-42c8bc59612e&subId=749161","pdf","","",""
"48","Mr  Feli McHughes","https://www.aph.gov.au/DocumentStore.ashx?id=bcc20c1c-9a9c-48a0-8f20-0d0c2b0dd43c&subId=749185","pdf","","",""
"49","Ms Kate Harriden","https://www.aph.gov.au/DocumentStore.ashx?id=5ffe07f1-093d-48eb-af09-f4d1f109ea1e&subId=749186","pdf","","",""
"50","Queensland Farmers' Federation","https://www.aph.gov.au/DocumentStore.ashx?id=b000bed2-7b11-4fdb-af4a-64939ad5ade9&subId=749188","pdf","","",""
"51","Birdlife Australia","https://www.aph.gov.au/DocumentStore.ashx?id=34f073c4-5b9d-4aa9-ad79-28ecac6433d5&subId=749187","pdf-mixed","","",""
"52","Griffith Business Chamber","https://www.aph.gov.au/DocumentStore.ashx?id=9f97e88e-c79e-416d-ad35-fbd7c6c16e0e&subId=749026","pdf","","",""
"53","Environmental Justice Australia ","https://www.aph.gov.au/DocumentStore.ashx?id=b4704f2e-9d12-4ead-996c-6d7cad973529&subId=748825","pdf","","",""
"54","Murray Lower Darling Rivers Indigenous Nations","https://www.aph.gov.au/DocumentStore.ashx?id=e4f03c2f-d450-420a-91a8-1e26a380365b&subId=749260","pdf","https://www.aph.gov.au/DocumentStore.ashx?id=730bbcbe-e9b0-4e02-bee7-deccdb8ed9c1&subId=749260","",""
"55","NSW Government","https://www.aph.gov.au/DocumentStore.ashx?id=b8b06da1-9c19-468a-a443-8ebc2cd97d9a&subId=748991","pdf-mixed","","",""
"56","Biodiversity Council","https://www.aph.gov.au/DocumentStore.ashx?id=59411e5a-5001-4a78-8c19-d97c058181b4&subId=749262","pdf-mixed","","",""
"57","Wentworth Group of Concerned Scientists","https://www.aph.gov.au/DocumentStore.ashx?id=e213cfe8-0e15-4025-a0fe-4d88e2646d09&subId=749246","pdf-mixed","","",""
"58","The Australia Institute","https://www.aph.gov.au/DocumentStore.ashx?id=13c7560a-ce55-4915-b3c6-b83520427b71&subId=749248","pdf","","",""
"59","Australian Water Brokers Association","https://www.aph.gov.au/DocumentStore.ashx?id=76f27abb-4ba0-4aa1-ab07-a79266d7a92a&subId=749249","pdf-ocr","","",""
"60","Committee for Greater Shepparton","https://www.aph.gov.au/DocumentStore.ashx?id=a1544d51-ed2f-47a9-8017-ca95009cd23f&subId=749270","pdf","","",""
"61","Environmental Defenders Office","https://www.aph.gov.au/DocumentStore.ashx?id=989acc30-3ac7-42ff-a0f2-5b2b9d8b5f81&subId=749285","pdf","","",""
"62","Gwydir Valley Irrigators Association","https://www.aph.gov.au/DocumentStore.ashx?id=51d6eb8c-ba6b-478b-9052-bc6b5be49927&subId=749018","pdf","","",""
"63","Law Council of Australia","https://www.aph.gov.au/DocumentStore.ashx?id=4af4107a-634e-450c-8e48-4c22f19f00c9&subId=749309","pdf","","",""
"64","NSW Aboriginal Land Council","https://www.aph.gov.au/DocumentStore.ashx?id=556c9d2a-87b8-4980-a29e-32affd3d3697&subId=749287","pdf-mixed","","",""
"65","National Irrigators' Council","https://www.aph.gov.au/DocumentStore.ashx?id=d692f638-3307-4464-89ed-d4382f63aa79&subId=749016","pdf-mixed","","",""
"66","Professor Richard Kingsford","https://www.aph.gov.au/DocumentStore.ashx?id=f99ca3b0-fedd-47be-86a1-47171782dc04&subId=749316","pdf","","",""
"67","Murray-Darling Conservation Alliance","https://www.aph.gov.au/DocumentStore.ashx?id=5657a692-ad9f-4a95-8143-36df8ea63f6e&subId=749289","pdf","https://www.aph.gov.au/DocumentStore.ashx?id=315fb9d8-a938-439b-be81-4cef6e646da3&subId=749289","",""
"68","Victorian Government","https://www.aph.gov.au/DocumentStore.ashx?id=d760fa58-affe-48a9-9ed4-aa3124bde1bd&subId=749291","pdf-mixed","","",""
"69","Coleambally Irrigation","https://www.aph.gov.au/DocumentStore.ashx?id=0930c939-290b-4fe1-aa3b-906a123cf92d&subId=749292","pdf-ocr","","",""
"70","South Australian Government","https://www.aph.gov.au/DocumentStore.ashx?id=6b45c2c5-851f-4317-a1f8-d551c6773036&subId=749193","pdf-ocr","","",""
"71","ACT Government","https://www.aph.gov.au/DocumentStore.ashx?id=9ae710a8-2545-4a01-ac2c-caa0f16975f1&subId=749252","pdf-mixed","","",""
"72","The Nature Conservancy","https://www.aph.gov.au/DocumentStore.ashx?id=3515af97-8f55-47b7-9260-7cf43b49def4&subId=749295","pdf","","",""
"73","Victorian Farmers Federation","https://www.aph.gov.au/DocumentStore.ashx?id=605ad445-ebe6-4741-af76-9b4a34532717&subId=749317","pdf","","",""
"74","Moira Shire Council","https://www.aph.gov.au/DocumentStore.ashx?id=f395ce15-dbe5-4fb0-aeb4-06690698855f&subId=749319","pdf","","",""
"75","Country Mayors Association of NSW","https://www.aph.gov.au/DocumentStore.ashx?id=c21ef9c6-f747-4669-b1ef-060dcf609605&subId=749306","pdf-ocr","","",""
"76","NSW Farmers' Association","https://www.aph.gov.au/DocumentStore.ashx?id=8364114f-499a-4b1a-99ea-16afd1767b8b&subId=749013","pdf","","",""
"77","Newinga AG","https://www.aph.gov.au/DocumentStore.ashx?id=f8172647-c529-4b99-afc9-f66c562e4d85&subId=748974","pdf","","",""
"78","World Wide Fund for Nature - Australia","https://www.aph.gov.au/DocumentStore.ashx?id=0e281edb-1f92-4e4f-885c-473b49aae650&subId=749324","pdf","","",""
"79","River, Lakes and Coorong Action Group","https://www.aph.gov.au/DocumentStore.ashx?id=b2127e7b-73c0-471a-a980-5f1fd893480a&subId=748645","pdf-mixed","","",""
"80","Murrumbidgee Irrigation","https://www.aph.gov.au/DocumentStore.ashx?id=892f8b2f-afe8-43b5-8349-d58f0acac8f4&subId=748944","pdf","","",""
"81","Temba Orchards","https://www.aph.gov.au/DocumentStore.ashx?id=5012ab01-e051-4a06-aec3-1eb50ce3f2f7&subId=749325","pdf","","",""
"82","Southern Riverina Irrigators","https://www.aph.gov.au/DocumentStore.ashx?id=7b1c52e3-1e26-4fac-b783-5e7a0fd07349&subId=748905","pdf","","",""
"83","Goulburn Murray Irrigation District, Water Leadership Forum","https://www.aph.gov.au/DocumentStore.ashx?id=287e294e-450c-484f-aed1-719005d9f8b8&subId=749342","pdf","","",""
"84","Murray Darling Association Inc.","https://www.aph.gov.au/DocumentStore.ashx?id=58a567a1-3eb2-405f-84ca-06f723e6d74a&subId=749039","pdf-ocr","","",""
"85","SierraTek Global Pty Ltd","https://www.aph.gov.au/DocumentStore.ashx?id=39dcab66-9cb7-41fb-81d5-31a97e9956b3&subId=749329","pdf","","",""
"86","Queensland Government","https://www.aph.gov.au/DocumentStore.ashx?id=d28efc19-7e0b-44ae-9beb-708f09343eba&subId=749334","pdf-ocr","","",""
"87","Local Government Association of Queensland","https://www.aph.gov.au/DocumentStore.ashx?id=58d1ca22-e463-4b93-a3b7-cb43ff741a30&subId=749367","pdf","","",""
"88","Regional Development Australia - Riverina","https://www.aph.gov.au/DocumentStore.ashx?id=eea95143-84e2-4a56-9157-3393c734938c&subId=749333","pdf","","",""
"89","Dr Vacy Vlazna","https://www.aph.gov.au/DocumentStore.ashx?id=dab56d06-c834-43c6-bfc0-cc2c84d92857&subId=749471","pdf","","",""
"90","Lifeblood Alliance","https://www.aph.gov.au/DocumentStore.ashx?id=b48f4370-14da-44a2-8f82-5efb78ba2e63&subId=749452","pdf","","",""
"91","Mr Alastair Wood","https://www.aph.gov.au/DocumentStore.ashx?id=a27a4811-987b-4b77-bcb6-45a0c3bd5cdc&subId=749440","pdf","","",""
"92","Central Murray Environmental Floodplains Group Inc","https://www.aph.gov.au/DocumentStore.ashx?id=1a820f4a-17f4-4fb0-87bd-e7e725abc0ce&subId=749470","pdf","","",""
"93","NSW Farmers' Association - Deniliquin Branch","https://www.aph.gov.au/DocumentStore.ashx?id=5f72a457-765f-42a3-9ab8-b57d2aced17f&subId=749443","pdf","","",""
"94","Murray River Group of Councils","https://www.aph.gov.au/DocumentStore.ashx?id=3f7cf941-5529-40fe-8815-71bd63a5fdbd&subId=748895","pdf","","",""
"95","NFF Horticulture Council","https://www.aph.gov.au/DocumentStore.ashx?id=7487e161-9317-470c-a973-4b4ecb57bbb5&subId=749444","pdf","","",""
"96","NSW Irrigators' Council","https://www.aph.gov.au/DocumentStore.ashx?id=643953ac-7d93-4a27-8c8e-16976f5bd4f1&subId=749017","pdf","","",""
"97","Border Rivers Food & Fibre Inc.","https://www.aph.gov.au/DocumentStore.ashx?id=7d5b4930-a735-4bb0-a456-747fd2c83444&subId=749042","pdf-mixed","","",""
"98","Argyle Capital Partners","https://www.aph.gov.au/DocumentStore.ashx?id=dcb2b6ad-e8b9-4ad9-a74e-4e4f17e6846a&subId=749451","pdf","","",""
"99","Yanco Creek and Tributaries Advisory Council Inc","https://www.aph.gov.au/DocumentStore.ashx?id=4a364bc1-a60c-4e31-b607-615f0e2e00d5&subId=748858","pdf-mixed","","",""
"100","Prairie Home Pastoral","https://www.aph.gov.au/DocumentStore.ashx?id=d40f5868-69f4-4097-b29e-c2e3e07314d2&subId=749313","pdf","","",""
"101","Dried Fruits Australia","https://www.aph.gov.au/DocumentStore.ashx?id=4d00335a-c7e3-4900-bc94-6ffa0599c74f&subId=749457","pdf","","",""
"102","Edward River Council","https://www.aph.gov.au/DocumentStore.ashx?id=a2e28f50-6e9d-4c4d-927b-7be6260d8736&subId=748926","pdf","","",""
"103","Menindee Food/Fibre","https://www.aph.gov.au/DocumentStore.ashx?id=18bd5c88-d853-4d71-b903-a31d02a0f9ba&subId=749458","pdf","","",""
"104","Murray Valley Private Diverters","https://www.aph.gov.au/DocumentStore.ashx?id=2c7c10ef-0721-4ecd-93c1-48a048dbc571&subId=749461","pdf","","",""
"105","Mrs Gabrielle Coupland","https://www.aph.gov.au/DocumentStore.ashx?id=d1850621-a7f8-4e8e-b9d7-1ac7d9a43df1&subId=749047","pdf","","",""
"106","Mr Geoff Henkel","https://www.aph.gov.au/DocumentStore.ashx?id=0053b6c8-9899-4fdd-82bf-1c94efc533e1&subId=749464","pdf","","",""
"107","Mr Ian Polkinghorne","https://www.aph.gov.au/DocumentStore.ashx?id=b0c5de62-3755-4a72-b4a7-eab99b0dcc9c&subId=748847","pdf","","",""
"108","Mr Thomas Winter","https://www.aph.gov.au/DocumentStore.ashx?id=da492e29-2bd0-425e-b583-7b51090a08d1&subId=749033","pdf","","",""
"109","Macquarie River Food & Fibre","https://www.aph.gov.au/DocumentStore.ashx?id=3ff9eb82-2987-4779-9d32-9a4b19b5d44e&subId=749472","pdf","","",""
"110","Dharriwaa Elders Group","https://www.aph.gov.au/DocumentStore.ashx?id=6432f120-f990-433e-9b01-1437ce16c327&subId=749474","pdf","","",""
"111","Blak Sovereign Movement","https://www.aph.gov.au/DocumentStore.ashx?id=854acd79-5a32-47fa-9194-9c6b620b807e&subId=749477","pdf","","",""
"112","Barwon-Darling Water Inc","https://www.aph.gov.au/DocumentStore.ashx?id=1bfe235f-8083-43f9-a518-2cfc2a2a054d&subId=748761","pdf","","",""
"113","Mr Dugald Bucknell","https://www.aph.gov.au/DocumentStore.ashx?id=d83fa245-5d90-4225-9dc6-9c0155ace8c3&subId=749489","pdf","","",""
"114","Coalition Back Bench Policy Committee on Agriculture, Environment and Water","https://www.aph.gov.au/DocumentStore.ashx?id=23a2d3b1-317d-4172-a25e-e827a3faa8e7&subId=749490","pdf","","",""
"115","Lower Balonne Floodplain Association ","https://www.aph.gov.au/DocumentStore.ashx?id=e027bfd2-eca0-4be1-bfd2-b036e0c055d7&subId=749492","pdf","","",""
"116","Macquarie Marshes Environmental Landholders Association","https://www.aph.gov.au/DocumentStore.ashx?id=6629ca72-9094-4517-89b1-f4881869381f&subId=749494","pdf","","",""
"117","Narrabri Industrial Network","https://www.aph.gov.au/DocumentStore.ashx?id=b1b10b52-c11f-4677-b2e3-b6b61bc66228&subId=749030","pdf","","",""
"118","JA Smith Solutions","https://www.aph.gov.au/DocumentStore.ashx?id=005360dd-531d-45e8-bfa4-9598a6c1ba63&subId=749495","pdf","","",""
"119","Riverina & Murray Joint Organisation","https://www.aph.gov.au/DocumentStore.ashx?id=873b8bcb-ff20-4921-9a08-f33e319cf57e&subId=749969","pdf","","",""
"120","Name Withheld","https://www.aph.gov.au/DocumentStore.ashx?id=2149ab34-9684-436d-b957-883f54f0f630&subId=748862","pdf","","",""
"121","Name Withheld","https://www.aph.gov.au/DocumentStore.ashx?id=a590219d-f305-4d5e-a21a-837af39e2dcf&subId=748869","pdf","","",""
"122","Name Withheld","https://www.aph.gov.au/DocumentStore.ashx?id=fcf9db67-8073-44cb-a264-0ce9aaaace4d&subId=748857","pdf","","",""
"123","Name Withheld","https://www.aph.gov.au/DocumentStore.ashx?id=2e823444-a2ad-48c1-add3-d9d4a26ef628&subId=748837","pdf","","",""
"124","Confidential","","","","",""
"125","Confidential","","","","",""
